style_code,name,brand,date,retail_price,colorway,story,wants,name_join,release_month,release_dow,wmns,collab,retro,kids,colorway_nlp,main_color,resale_price
153717C,Converse One Star Ox Black,Converse,10/7/16,70,Black/Ash Grey-Gum,"This Converse One Star Ox features a black nubuck upper with grey detailing on the inner liner and the star logo on the side panels. Down below we see a white rubber midsole and gum outsole.

pics via properlbc",15,converse one star ox black,Oct,Friday,FALSE,FALSE,FALSE,FALSE,black ash grey gum,Black,152
BD4487,Teyana Taylor x Reebok Question Mid,Reebok,10/7/16,160,Red,"Part of the 20th anniversary celebration of the Reebok Question Mid, Taylor’s version of the retro basketball sneaker takes on a tonal look as the entire shoe has been colored in a vibrant red hue. The shoe also features a croc-embossed leather upper while an icy blue outsole wraps things up.

Taylor said she was inspired by the way men often line up for sneakers, but so often women are left out of the release hype. Instead, she wanted a shoe that would appeal to both genders. The Teyana Taylor x Reebok Question Mid will release on October 7th in women’s sizes up to 14 (so guys can cop too) for a retail price of $160.",2907,teyana taylor x reebok question mid,Oct,Friday,FALSE,TRUE,FALSE,FALSE,red,Red,112
806809-002,Nike Air Max 95 Sneakerboot Triple Black,Nike,10/5/16,200,Black/Black-Black,"This all-Black rendition of the Nike Air Max 95 Sneakerboot is done in a versatile Black hue from top to bottom. Constructed out of mesh, neoprene and leather, it exudes the aesthetics of the Nike Air Max 95, just in a boot design. The Black hues extend down to the Air Max sole unit to give the shoe a true Blacked out look. Out now and priced at $200, let us know if you plan on pulling the trigger.

images: sneaker politics",179,nike air max 95 sneakerboot triple black,Oct,Wednesday,FALSE,FALSE,FALSE,FALSE,black black black,Black,137
819583-107,Nike Kyrie 2 Silver Speckle,Nike,10/4/16,120,White / Metallic Silver - Tour Yellow,"Flaunting a pristine makeup of white across its entire upper and midsole unit, the sneaker’s profile is also accentuated with the defining theme, consisting of metallic silver speckles adorning the distinctive mid-foot strap and rubber sole. An icy translucent outsole rounds out the design to solidify its clean composition overall.",1591,nike kyrie 2 silver speckle,Oct,Tuesday,FALSE,FALSE,FALSE,FALSE,white   metallic silver   tour yellow,Yellow,135
852399-107,Nike Kyrie 2 Silver Speckle,Nike,10/4/16,120,White / Metallic Silver - Tour Yellow,"Flaunting a pristine makeup of white across its entire upper and midsole unit, the sneaker’s profile is also accentuated with the defining theme, consisting of metallic silver speckles adorning the distinctive mid-foot strap and rubber sole. An icy translucent outsole rounds out the design to solidify its clean composition overall.",53,nike kyrie 2 silver speckle,Oct,Tuesday,FALSE,FALSE,FALSE,FALSE,white   metallic silver   tour yellow,Yellow,95
852616600,Nike Zoom Mercurial Flyknit - University Red,Nike,10/3/16,200,University Red / Black,"Sure to be one of the most popular colorways of the silhouette, this Zoom Mercurial Flyknit combines the beloved Black and Red color scheme throughout the Flyknit upper with more Black hits appearing on the branding, collar, midsole, and outsole.",309,nike zoom mercurial flyknit  university red,Oct,Monday,FALSE,FALSE,FALSE,FALSE,university red   black,Black,70
852616001,Nike Zoom Mercurial Flyknit - Seaweed,Nike,10/3/16,200,Seaweed / Dark Turquoise - Black,"One of Nike’s newest Flyknit silhouettes has been covered in a combination of Seaweed and Turquoise throughout the entire Flyknit upper. The tongue, ankle, collar, leather, heel, laces and the large Swoosh by the toe have all been done in Black. A White midsole and translucent Black outsole finish off the look on this Nike Zoom Mercurial Flyknit.",189,nike zoom mercurial flyknit  seaweed,Oct,Monday,FALSE,FALSE,FALSE,FALSE,seaweed   dark turquoise   black,Blue,82
830600600,Nike Air Footscape Magista - Team Red,Nike,10/3/16,200,Team Red / Black - Metallic Gold,"The Nike Air Footscape Magista returns in another understated colorway to perfectly coordinate with the Fall/Winter season.

This time draped in burgundy, the hue is essentially prominent on the flyknit upper and extended sock-like collar, while contrasting black accents converge throughout the remainder, in particular, the Swooshes, pull tabs, suede overlays on the heel and full-length sole unit. Furthermore, hints of gold are seen on the rear and tongue tag via branding.",745,nike air footscape magista  team red,Oct,Monday,FALSE,FALSE,FALSE,FALSE,team red   black   metallic gold,Red,68
859429-900,Nike WMNS Air Huarache Rose Gold,Nike,10/3/16,120,Metallic Red Bronze/Elm/Summit White,"This Air Huarache is essentially doused in rose gold, which is prominent on its toe box, neoprene bootie construction and leather overlays. Complementing accents of beige located on the laces, tongue branding and signature heel cage unit add more style to its already appealing theme, while a clean white rubber sole unit finishes off the profile.

pics via renarts",267,nike wmns air huarache rose gold,Oct,Monday,TRUE,FALSE,FALSE,FALSE,metallic red bronze elm summit white,Red,129
843390-002,Nike Hyperdunk 2016 Flyknit Dark Grey,Nike,10/3/16,200,Dark Grey/Metallic Platinum-Cool Grey,"This Nike Hyperdunk 2016 Flyknit is treated in dark grey on the Flyknit upper, was well as on the tongue, laces and distinctive extended sock collar that offers additional support and comfort. Further reinforced with a matching midsole unit and heel cap, reflective Swooshes are implemented across its heel, while it’s topped off by an icy translucent outsole.",55,nike hyperdunk 2016 flyknit dark grey,Oct,Monday,FALSE,FALSE,FALSE,FALSE,dark grey metallic platinum cool grey,Gray,104
843392610,Nike KD 9 - University Red,Nike,10/1/16,150,University Red / White - Black,"This Nike KD 9s two-toned Flyknit upper comes in a Red and Black makeup. Breaking up the two-toned look at the White accents found on the Nike Swoosh on the side panels ad the White placed on the midsole. In addition, it also comes with a Red outsole, Black laces, Black lining and Red KD branding on the heel.",968,nike kd 9  university red,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,university red   white   black,Black,79
854557-600,Jordan J23 Gym Red,Jordan Brand,10/1/16,120,Gym Red/Gym Red,"This low-top silhouette from the Jumpman features a mesh upper with croc embossed detailing. Other details include nubuck accents on the heel/ankle, a midfoot strap, and a thick midsole. This pair comes done in all-red for a bold look.

pics via solehype",15,jordan j23 gym red,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,gym red gym red,Red,120
472679-423,Nike SB Stefan Janoski Mid Obsidian Tan,Nike,10/1/16,100,Dark Obsidian/Light British Tan-Birch,"The Nike SB Zoom Stefan Janoski Mid is equipped for the colder months by coming with wool-like insulation on the interior part of the shoe. In addition, the shoe’s upper is done in leather, while D-ring lace eyelets give them even more of a boot-like feel to them. The majority of the shoe comes in an Obisidian colorway, while the hits of Brown noted on the laces, piping and tongue tag give the shoe some nice contrast. Lastly, an off-White sole unit rounds out the look of the shoe.",57,nike sb stefan janoski mid obsidian tan,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,dark obsidian light british tan birch,Brown,100
S31514,adidas NMD - Tech Ink,Adidas,10/1/16,140,Tech Ink / Tech Ink - Footwear White,"The popular adidas NMD will also be offered in Tech Ink, as part of its extensive Fall 2016 lineup.

Flaunting a blueish hue across its woven and synthetic upper, tonal suede accents are applied on the heel for a premium touch, while slight yellow accents are evidenced with the pull tabs for a nice complementing touch. Matching EVA inserts further detail the aesthetic, as it all rests atop a white midsole unit and black outsole.",250,adidas nmd  tech ink,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,tech ink   tech ink   footwear white,White,106
F37886,adidas Busenitz Pure Boost - 10th Anniversary,Adidas,10/1/16,150,Core Black / Gold Metallic - Footwear White,"The adidas Busenitz Pure Boost returns this Fall 2016 in an understated palette to celebrate its 10th anniversary.

With black dominating its nubuck upper, metallic gold accents are prominent on the three stripe motif across its side panels and branding located on the tongue. In addition, gold embroidered “06” and “16” are applied on the heels to further coordinate with its respective theme.

All resting atop a clean white midsole unit and black outsole, you can purchase this standout pair at select adidas retailers starting this Saturday, October 1st.",287,adidas busenitz pure boost  10th anniversary,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,core black   gold metallic   footwear white,Black,84
805899-400,Nike Lunar Force 1 Duckboot Obsidian,Nike,10/1/16,165,Dark Obsidian/Dark Obsidian,"The sneakerboot hybrid is built to withstand the cold weather and outdoors. Retaining its iconic Air Force 1 design, the silhouette is defined by a water-repellent leather composition and ground-gripping traction, while a matching midsole unit and versatile gum outsole finishes off the rugged, yet sleek profile.

pics via foot district",56,nike lunar force 1 duckboot obsidian,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,dark obsidian dark obsidian,Gray,115
843392001,Nike KD 9 - Black Space,Nike,10/1/16,150,Black / Black - Anthracite,"Alongside the Kobe 11, the Nike KD 9 will also receive a “Black Space” iteration as part of the Swoosh’s Fall/Winter 2016 lineup.

As with the aforementioned pair, this basketball sneaker is treated in an all-black color scheme throughout its flyknit composition as well. Subtle accents of anthracite is applied on the Swooshes across the side panels, while the profile is topped off with a matching full-length rubber sole unit to round out its stealthy makeup.",1216,nike kd 9  black space,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,black   black   anthracite,Black,95
852627003,Air Jordan 12 - Wool,Air Jordan,10/1/16,200,Dark Grey / Metallic Silver - Black,"The upper of this Air Jordan 12 is covered in a dark Grey wool material. Other details include textured Black leather on the mudguard as well as additional Black accents on the laces, inner liner, midsole, eyelets, and heel. The branding on tongue has been done in White while the outsole has been done in a lighter shade of grey to provide some contrast.",15529,air jordan 12  wool,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,dark grey   metallic silver   black,Black,192
852626-003,Air Jordan 12 GS Wool,Air Jordan,10/1/16,150,Dark Grey/Metallic Silver-Black,"The upper of this Air Jordan 12 is covered in a dark Grey wool material. Other details include textured Black leather on the mudguard as well as additional Black accents on the laces, inner liner, midsole, eyelets, and heel. The branding on tongue has been done in White while the outsole has been done in a lighter shade of grey to provide some contrast.",266,air jordan 12 gs wool,Oct,Saturday,FALSE,FALSE,FALSE,TRUE,dark grey metallic silver black,Black,130
S76011,adidas NMD - Collegiate Navy,Adidas,10/1/16,120,Collegiate Navy / Collegiate Navy - Vintage White,"Another colorway of the adidas NMD will be offered to welcome October, as it’ll also be treated in a classic finish of Collegiate Navy.

Simply doused in the dark blue tone across its entire woven and synthetic upper, tonal nubuck accents adorn the heel, while contrasting red pull tabs pronounce and complement the sleek design overall. Matching EVA inserts, a crisp white boost midsole unit and black outsole finish off the versatile profile.",362,adidas nmd  collegiate navy,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,collegiate navy   collegiate navy   vintage white,Blue,138
S81881,adidas NMD - Tech Earth,Adidas,10/1/16,140,Tech Earth / Tech Earth - Footwear White,"A colorway suited for the Fall season, the low-top silhouette is composed of a textile-woven mesh upper and bears the defining brown tone across its entirety. Tonal synthetics such as the three stripe branding, heel badge and EVA inserts further detail the sneaker, as it’s topped off by a clean full-length white boost midsole unit and black continental outsole.",576,adidas nmd  tech earth,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,tech earth   tech earth   footwear white,Green,110
